Class Name,CBO,DIT,LCOM,NOC,RFC,WMC
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterEquipment,0,41.9048,44,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterGuardian,0,13,14,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterHanging,0,42.6944,28,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterHealth,1,12.8929,21,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterHorse,0,15.9375,29,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterLang,0,12,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterMaterialId,1,12.8452,14,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterMinecart,1,16.875,17,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterMobSpawner,0,29.1429,32,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterPotionId,1,27.2881,23,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterPotionWater,0,13.9286,18,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterRiding,0,23.75,23,5,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterSaddle,0,19.3846,16,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterShulker,0,11.7857,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterShulkerBoxBlock,0,7.7,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterShulkerBoxItem,1,18.7,26,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterSignText,1,50.4545,52,4,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterSkeleton,0,13.6364,18,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterSpawnEgg,1,17.2333,24,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterTileEntity,1,11.3942,12,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterTotem,0,8.8,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterUUID,0,13.5,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterVBO,0,5,9,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterZombie,1,35.5385,28,4,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataConverterZombieType,0,16.0312,27,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspector,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorBlockEntity,1,43.5,37,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorChunks,0,28.2857,21,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorCommandBlock,1,11.6667,9,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorEntity,0,19.5278,26,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorEntityPassengers,0,15.3,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorItem,1,7.7143,10,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorItemList,1,7.7143,10,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorLevelPlayer,0,7.5,7,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorMobSpawnerMinecart,1,12.75,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorMobSpawnerMobs,1,16.875,14,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorPlayer,0,15.2778,12,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorPlayerVehicle,0,9.625,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorStructure,0,26.8571,25,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorTagged,1,13.3333,9,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.DataInspectorVillagers,1,23.6389,17,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.LegacyType,N/A,N/A,7,N/A,N/A,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightDataConverters.WrappedDataFixer,1,35,37,4,0.3333,
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightFakePlayer,1,5,11,0,20,12
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightServerLevelDelegateProxy,13,1,2,0,50,25
com.sk89q.worldedit.bukkit.adapter.impl.v1_20_R4.PaperweightWorldNativeAccess,7,1,5,0,71,27
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightAdapter,51,1,14,N/A,407,149
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightAdapter.MojangWatchdog,2,16.5,16,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightAdapter.NoOpWorldLoadListener,0,0,12,4,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightAdapter.SpigotWatchdog,1,12.2143,19,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters,56,1,2,0,114,47
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverter,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterArmorStand,0,11.9167,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterBanner,0,25.0909,33,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterBedBlock,1,27.7895,35,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterBedItem,0,12.5714,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterBook,0,58.2609,53,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterCookedFish,1,12.8571,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterDropChances,0,22.6154,21,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterEntity,1,11.2981,12,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterEquipment,0,41.9048,44,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterGuardian,0,13,14,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterHanging,0,42.6944,28,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterHealth,1,12.8929,21,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterHorse,0,15.9375,29,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterLang,0,12,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterMaterialId,1,12.8452,14,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterMinecart,1,16.875,17,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterMobSpawner,0,29.1429,32,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterPotionId,1,27.2881,23,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterPotionWater,0,13.9286,18,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterRiding,0,23.75,23,5,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterSaddle,0,19.3846,16,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterShulker,0,11.7857,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterShulkerBoxBlock,0,7.7,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterShulkerBoxItem,1,18.7,26,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterSignText,1,50.4545,52,4,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterSkeleton,0,13.6364,18,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterSpawnEgg,1,17.2333,24,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterTileEntity,1,11.3942,12,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterTotem,0,8.8,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterUUID,0,13.5,11,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterVBO,0,5,9,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterZombie,1,35.5385,28,4,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataConverterZombieType,0,16.0312,27,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspector,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorBlockEntity,1,43.5,37,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorChunks,0,28.2857,21,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorCommandBlock,1,11.6667,9,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorEntity,0,19.5278,26,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorEntityPassengers,0,15.3,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorItem,1,7.7143,10,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorItemList,1,7.7143,10,2,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorLevelPlayer,0,7.5,7,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorMobSpawnerMinecart,1,12.75,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorMobSpawnerMobs,1,16.875,14,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorPlayer,0,15.2778,12,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorPlayerVehicle,0,9.625,10,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorStructure,0,26.8571,25,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorTagged,1,13.3333,9,3,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.DataInspectorVillagers,1,23.6389,17,1,0,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.LegacyType,N/A,N/A,7,N/A,N/A,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightDataConverters.WrappedDataFixer,1,35,37,4,0.3333,
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightFakePlayer,1,5,10,0,19,11
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightServerLevelDelegateProxy,13,1,3,0,68,13
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.PaperweightWorldNativeAccess,7,1,5,0,71,27
com.sk89q.worldedit.bukkit.adapter.impl.v1_21.StaticRefraction,4,1,0,N/A,1,0
com.sk89q.worldedit.cli.CLIBlockCategoryRegistry,6,1,1,0,9,1
com.sk89q.worldedit.cli.CLIBlockRegistry,14,2,1,0,16,2
com.sk89q.worldedit.cli.CLICommandSender,9,1,11,0,30,22
com.sk89q.worldedit.cli.CLIConfiguration,3,3,2,0,6,3
com.sk89q.worldedit.cli.CLIExtraCommands,10,1,2,0,15,6
com.sk89q.worldedit.cli.CLIItemCategoryRegistry,6,1,1,0,8,1
com.sk89q.worldedit.cli.CLIPlatform,14,2,14,0,41,22
com.sk89q.worldedit.cli.CLIRegistries,8,2,4,0,5,5
com.sk89q.worldedit.cli.CLIWorld,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.cli.CLIWorldEdit,46,1,1,0,117,46
com.sk89q.worldedit.cli.data.FileRegistries,10,1,1,0,15,4
com.sk89q.worldedit.cli.data.FileRegistries.BlockManifest,2,0,0,0,0,
com.sk89q.worldedit.cli.data.FileRegistries.BlockProperty,2,0,0,0,0,
com.sk89q.worldedit.cli.data.FileRegistries.DataFile,2,0,0,0,0,
com.sk89q.worldedit.cli.schematic.ClipboardWorld,28,2,9,0,52,35
com.sk89q.worldedit.command.ApplyBrushCommands,21,1,1,0,44,5
com.sk89q.worldedit.command.BiomeCommands,33,1,2,0,49,13
com.sk89q.worldedit.command.BrushCommands,70,1,2,0,114,41
com.sk89q.worldedit.command.ChunkCommands,24,1,3,0,54,12
com.sk89q.worldedit.command.ChunkCommands.ChunkListPaginationBox,1,9.9167,16,3,1,
com.sk89q.worldedit.command.ClipboardCommands,28,1,5,0,73,20
com.sk89q.worldedit.command.ExpandCommands,16,1,2,0,46,8
com.sk89q.worldedit.command.GeneralCommands,36,1,12,0,95,69
com.sk89q.worldedit.command.GeneralCommands.ItemSearcher,1,24.3571,32,2,0,
com.sk89q.worldedit.command.GenerationCommands,20,1,2,0,55,41
com.sk89q.worldedit.command.HistoryCommands,11,1,2,0,20,16
com.sk89q.worldedit.command.InsufficientArgumentsException,3,4,0,0,4,2
com.sk89q.worldedit.command.LegacySnapshotCommands,13,1,1,0,36,21
com.sk89q.worldedit.command.LegacySnapshotCommands.SnapshotListBox,1,13.9333,16,3,1,
com.sk89q.worldedit.command.LegacySnapshotUtilCommands,15,1,1,0,30,13
com.sk89q.worldedit.command.NavigationCommands,9,1,6,0,25,21
com.sk89q.worldedit.command.PaintBrushCommands,21,1,1,0,44,5
com.sk89q.worldedit.command.RegionCommands,45,1,4,0,116,49
com.sk89q.worldedit.command.SchematicCommands,27,1,3,0,80,34
com.sk89q.worldedit.command.SchematicCommands.SchematicListTask,3,14.6154,17,2,0,
com.sk89q.worldedit.command.SchematicCommands.SchematicLoadTask,3,13.1538,16,2,0,
com.sk89q.worldedit.command.SchematicCommands.SchematicOutputTask,2,13.4583,15,2,0,
com.sk89q.worldedit.command.SchematicCommands.SchematicPaginationBox,2,32.4545,35,3,1,
com.sk89q.worldedit.command.SchematicCommands.SchematicSaveTask,2,17.1429,17,2,0,
com.sk89q.worldedit.command.SchematicCommands.SchematicShareTask,3,12.3636,19,2,0,
com.sk89q.worldedit.command.ScriptingCommands,11,1,1,0,18,6
com.sk89q.worldedit.command.SelectionCommands,52,1,10,0,137,98
com.sk89q.worldedit.command.SelectionCommands.BlockDistributionResult,1,48.9634,44,4,0.6667,
com.sk89q.worldedit.command.SnapshotCommands,16,1,1,0,57,33
com.sk89q.worldedit.command.SnapshotCommands.SnapshotListBox,1,15.4286,17,3,1,
com.sk89q.worldedit.command.SnapshotUtilCommands,17,1,1,0,33,11
com.sk89q.worldedit.command.SuperPickaxeCommands,11,1,2,0,14,6
com.sk89q.worldedit.command.ToolCommands,36,1,3,0,82,28
com.sk89q.worldedit.command.ToolUtilCommands,12,1,2,0,22,18
com.sk89q.worldedit.command.UtilityCommands,37,1,2,0,87,34
com.sk89q.worldedit.command.WorldEditCommands,23,1,4,0,69,18
com.sk89q.worldedit.command.argument.AbstractDirectionConverter,12,1,4,2,29,12
com.sk89q.worldedit.command.argument.Arguments,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.argument.BooleanConverter,1,1,1,0,10,2
com.sk89q.worldedit.command.argument.Chunk3dVectorConverter,4,1,3,0,26,9
com.sk89q.worldedit.command.argument.ClipboardFormatConverter,4,1,4,0,21,7
com.sk89q.worldedit.command.argument.ClipboardShareDestinationConverter,3,1,4,0,17,6
com.sk89q.worldedit.command.argument.CommaSeparatedValuesConverter,5,1,3,0,37,14
com.sk89q.worldedit.command.argument.DirectionConverter,8,2,2,N/A,13,5
com.sk89q.worldedit.command.argument.DirectionVectorConverter,7,2,2,N/A,8,5
com.sk89q.worldedit.command.argument.EntityRemoverConverter,2,1,4,0,14,6
com.sk89q.worldedit.command.argument.EnumConverter,8,1,1,N/A,14,4
com.sk89q.worldedit.command.argument.FactoryConverter,20,1,3,0,38,13
com.sk89q.worldedit.command.argument.HeightConverter,6,1,3,0,14,5
com.sk89q.worldedit.command.argument.OffsetConverter,13,1,2,0,53,11
com.sk89q.worldedit.command.argument.RegionFactoryConverter,5,1,1,0,12,2
com.sk89q.worldedit.command.argument.RegistryConverter,16,1,3,N/A,26,9
com.sk89q.worldedit.command.argument.SelectorChoice,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.argument.SelectorChoiceConverter,4,1,1,0,14,4
com.sk89q.worldedit.command.argument.SelectorChoiceList,2,1,0,N/A,1,1
com.sk89q.worldedit.command.argument.SelectorChoiceOrList,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.argument.SideEffectConverter,4,1,3,0,22,7
com.sk89q.worldedit.command.argument.SideEffectSetConverter,5,1,3,0,21,8
com.sk89q.worldedit.command.argument.VectorConverter,7,1,3,0,25,6
com.sk89q.worldedit.command.argument.WorldConverter,7,1,3,0,26,7
com.sk89q.worldedit.command.argument.ZonedDateTimeConverter,2,1,3,0,16,5
com.sk89q.worldedit.command.factory.FeatureGeneratorFactory,9,1,1,N/A,8,3
com.sk89q.worldedit.command.factory.ItemUseFactory,10,1,1,N/A,8,4
com.sk89q.worldedit.command.factory.ReplaceFactory,10,1,1,0,7,3
com.sk89q.worldedit.command.factory.TreeGeneratorFactory,8,1,1,N/A,5,3
com.sk89q.worldedit.command.tool.AreaPickaxe,21,1,2,0,27,11
com.sk89q.worldedit.command.tool.BlockDataCyler,20,1,2,0,40,13
com.sk89q.worldedit.command.tool.BlockReplacer,19,1,2,0,19,7
com.sk89q.worldedit.command.tool.BlockTool,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.BrushTool,21,1,1,2,33,23
com.sk89q.worldedit.command.tool.DistanceWand,14,2,1,0,19,10
com.sk89q.worldedit.command.tool.DoubleActionBlockTool,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.DoubleActionTraceTool,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.FloatingTreeRemover,22,1,2,0,30,24
com.sk89q.worldedit.command.tool.FloodFillTool,21,1,2,0,25,11
com.sk89q.worldedit.command.tool.InvalidToolBindException,7,4,1,0,5,3
com.sk89q.worldedit.command.tool.LongRangeBuildTool,20,2,2,0,26,15
com.sk89q.worldedit.command.tool.NavigationWand,11,1,1,0,10,10
com.sk89q.worldedit.command.tool.QueryTool,18,1,2,0,25,4
com.sk89q.worldedit.command.tool.RecursivePickaxe,21,1,2,0,28,11
com.sk89q.worldedit.command.tool.SelectionWand,16,1,3,0,13,5
com.sk89q.worldedit.command.tool.SinglePickaxe,20,1,2,0,16,5
com.sk89q.worldedit.command.tool.StackTool,17,1,2,0,16,8
com.sk89q.worldedit.command.tool.Tool,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.TraceTool,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.TreePlanter,15,1,2,0,12,7
com.sk89q.worldedit.command.tool.brush.Brush,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.tool.brush.ButcherBrush,11,1,1,0,8,2
com.sk89q.worldedit.command.tool.brush.ClipboardBrush,14,1,1,0,19,5
com.sk89q.worldedit.command.tool.brush.CylinderBrush,8,1,1,0,4,3
com.sk89q.worldedit.command.tool.brush.GravityBrush,13,1,1,0,27,12
com.sk89q.worldedit.command.tool.brush.HollowCylinderBrush,8,1,1,0,4,3
com.sk89q.worldedit.command.tool.brush.HollowSphereBrush,8,1,1,0,3,2
com.sk89q.worldedit.command.tool.brush.ImageHeightmapBrush,11,1,1,0,19,16
com.sk89q.worldedit.command.tool.brush.MorphBrush,6,1,1,0,3,2
com.sk89q.worldedit.command.tool.brush.OperationFactoryBrush,12,1,1,0,10,3
com.sk89q.worldedit.command.tool.brush.SmoothBrush,14,1,1,0,15,3
com.sk89q.worldedit.command.tool.brush.SnowSmoothBrush,13,1,1,0,15,4
com.sk89q.worldedit.command.tool.brush.SphereBrush,9,1,1,0,3,2
com.sk89q.worldedit.command.tool.brush.SplatterBrush,15,1,1,0,10,3
com.sk89q.worldedit.command.util.AsyncCommandBuilder,12,1,2,N/A,38,37
com.sk89q.worldedit.command.util.CommandPermissions,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.util.CommandPermissionsConditionGenerator,4,1,1,N/A,6,1
com.sk89q.worldedit.command.util.CommandPermissionsConditionGenerator.Registration,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.command.util.CreatureButcher,10,1,1,0,17,26
com.sk89q.worldedit.command.util.CreatureButcher.Flags,0,3.5,2,1,0,
com.sk89q.worldedit.command.util.EntityRemover,7,1,2,0,9,6
com.sk89q.worldedit.command.util.EntityRemover.Type,N/A,N/A,15,N/A,N/A,
com.sk89q.worldedit.command.util.FutureProgressListener,3,1,3,0,15,7
com.sk89q.worldedit.command.util.HookMode,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.util.Logging,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.command.util.Logging.LogMode,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.command.util.MessageTimerTask,2,2,1,0,7,5
com.sk89q.worldedit.command.util.PermissionCondition,14,1,1,1,10,4
com.sk89q.worldedit.command.util.PrintCommandHelp,9,1,1,0,57,20
com.sk89q.worldedit.command.util.SubCommandPermissionCondition,2,2,1,N/A,4,2
com.sk89q.worldedit.command.util.SubCommandPermissionCondition.Generator,1,16.6111,17,2,0,
com.sk89q.worldedit.command.util.SuggestionHelper,14,1,1,N/A,49,37
com.sk89q.worldedit.command.util.WorldEditAsyncCommandBuilder,11,1,1,N/A,14,5
com.sk89q.worldedit.entity.BaseEntity,51,1,2,0,9,7
com.sk89q.worldedit.entity.Entity,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.entity.Player,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.entity.metadata.EntityProperties,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.event.AbstractCancellable,5,1,1,1,2,2
com.sk89q.worldedit.event.Cancellable,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.event.Event,9,1,0,9,0,0
com.sk89q.worldedit.event.extent.EditSessionEvent,7,2,5,0,14,12
com.sk89q.worldedit.event.platform.BlockInteractEvent,8,2,5,0,9,8
com.sk89q.worldedit.event.platform.CommandEvent,8,2,2,0,4,3
com.sk89q.worldedit.event.platform.CommandSuggestionEvent,9,2,3,0,7,5
com.sk89q.worldedit.event.platform.ConfigurationLoadEvent,6,2,1,0,3,2
com.sk89q.worldedit.event.platform.InputType,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.event.platform.Interaction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.event.platform.PlatformEvent,4,2,1,2,2,2
com.sk89q.worldedit.event.platform.PlatformInitializeEvent,2,2,0,0,0,0
com.sk89q.worldedit.event.platform.PlatformReadyEvent,8,3,0,0,2,1
com.sk89q.worldedit.event.platform.PlatformUnreadyEvent,7,3,0,0,2,1
com.sk89q.worldedit.event.platform.PlatformsRegisteredEvent,7,2,0,0,0,0
com.sk89q.worldedit.event.platform.PlayerInputEvent,6,2,3,0,6,5
com.sk89q.worldedit.event.platform.SessionIdleEvent,7,2,1,N/A,2,2
com.sk89q.worldedit.extension.factory.BlockFactory,10,2,1,0,9,3
com.sk89q.worldedit.extension.factory.ItemFactory,4,2,0,0,3,1
com.sk89q.worldedit.extension.factory.MaskFactory,23,2,2,N/A,38,9
com.sk89q.worldedit.extension.factory.PatternFactory,9,2,0,N/A,9,1
com.sk89q.worldedit.extension.factory.parser.DefaultBlockParser,44,2,1,0,108,90
com.sk89q.worldedit.extension.factory.parser.DefaultItemParser,18,2,2,0,39,22
com.sk89q.worldedit.extension.factory.parser.mask.AirMaskParser,8,3,2,0,8,3
com.sk89q.worldedit.extension.factory.parser.mask.BiomeMaskParser,11,2,1,0,30,9
com.sk89q.worldedit.extension.factory.parser.mask.BlockCategoryMaskParser,11,2,2,0,14,5
com.sk89q.worldedit.extension.factory.parser.mask.BlockStateMaskParser,7,2,2,0,22,9
com.sk89q.worldedit.extension.factory.parser.mask.BlocksMaskParser,11,2,1,0,14,5
com.sk89q.worldedit.extension.factory.parser.mask.ExistingMaskParser,7,3,2,0,7,3
com.sk89q.worldedit.extension.factory.parser.mask.ExposedMaskParser,10,3,2,0,11,3
com.sk89q.worldedit.extension.factory.parser.mask.ExpressionMaskParser,14,2,2,0,22,7
com.sk89q.worldedit.extension.factory.parser.mask.LazyRegionMaskParser,7,3,2,0,6,3
com.sk89q.worldedit.extension.factory.parser.mask.NegateMaskParser,7,2,1,0,19,7
com.sk89q.worldedit.extension.factory.parser.mask.NoiseMaskParser,7,2,2,0,15,6
com.sk89q.worldedit.extension.factory.parser.mask.OffsetMaskParser,9,2,1,0,19,10
